a	 -a
ōdur	- -ōd-ur
ōmura	- -ōm-ur-a
dōmur	- -d-ōm-ur
dōsur	- -d-ōs-ur
idōmur	- -id-ōm-ur
idōsur	- -id-ōs-ur
urdōm	- -urd-ōm
urdōr	- -urd-ōr
urdōmi	- -urd-ōm-i
urdōri	- -urd-ōr-i
urdōma	- -urd-ōm-a
urdōra	- -urd-ōr-a
urdōmur	- -urd-ōm-ur
urdōmis	- -urd-ōm-is
urdōrim	- -urd-ōr-im
urdōris	- -urd-ōr-is
urdōsim	- -urd-ōs-im
urdōsur	- -urd-ōs-ur
urdōsis	- -urd-ōs-is
urdōmman	- -urd-ōm-man
urdōmran	- -urd-ōm-ran
urdōmsan	- -urd-ōm-san
urdōrman	- -urd-ōr-man
urdōrran	- -urd-ōr-ran
urdōrsan	- -urd-ōr-san
urdōsman	- -urd-ōs-man
urdōsran	- -urd-ōs-ran
urdōssan	- -urd-ōs-san
urdōmri	- -urd-ōm-r-i
urdōmsi	- -urd-ōm-s-i
urdōrmi	- -urd-ōr-m-i
urdōrsi	- -urd-ōr-s-i
urdōsmi	- -urd-ōs-m-i
urdōsri	- -urd-ōs-r-i
urdōssi	- -urd-ōs-s-i
urdōmmani	- -urd-ōm-man-i
urdōmrani	- -urd-ōm-ran-i
urdōmsani	- -urd-ōm-san-i
urdōrmani	- -urd-ōr-man-i
urdōrrani	- -urd-ōr-ran-i
urdōrsani	- -urd-ōr-san-i
urdōsmani	- -urd-ōs-man-i
urdōsrani	- -urd-ōs-ran-i
urdōssani	- -urd-ōs-san-i
urdōmra	- -urd-ōm-r-a
urdōmsa	- -urd-ōm-s-a
urdōrma	- -urd-ōr-m-a
urdōrsa	- -urd-ōr-s-a
urdōsma	- -urd-ōs-m-a
urdōsra	- -urd-ōs-r-a
urdōssa	- -urd-ōs-s-a
urdōmmana	- -urd-ōm-man-a
urdōmrana	- -urd-ōm-ran-a
urdōmsana	- -urd-ōm-san-a
urdōrmana	- -urd-ōr-man-a
urdōrrana	- -urd-ōr-ran-a
urdōrsana	- -urd-ōr-san-a
urdōsmana	- -urd-ōs-man-a
urdōsrana	- -urd-ōs-ran-a
urdōssana	- -urd-ōs-san-a
indōmur	- -ind-ōm-ur
indōsur	- -ind-ōs-ur
kedōmur	- -k-ed-ōm-ur
kedōsur	- -k-ed-ōs-ur
nawidōmur	- -naw-id-ōm-ur
nawidōsur	- -naw-id-ōs-ur
rōmur	- -r-ōm-ur
rōsur	- -r-ōs-ur
urōm	- -ur-ōm
urōr	- -ur-ōr
urōmi	- -ur-ōm-i
urōri	- -ur-ōr-i
urōma	- -ur-ōm-a
urōra	- -ur-ōr-a
urōmur	- -ur-ōm-ur
urōmis	- -ur-ōm-is
urōrim	- -ur-ōr-im
urōris	- -ur-ōr-is
urōsim	- -ur-ōs-im
urōsur	- -ur-ōs-ur
urōsis	- -ur-ōs-is
urōmman	- -ur-ōm-man
urōmran	- -ur-ōm-ran
urōmsan	- -ur-ōm-san
urōrman	- -ur-ōr-man
urōrran	- -ur-ōr-ran
urōrsan	- -ur-ōr-san
urōsman	- -ur-ōs-man
urōsran	- -ur-ōs-ran
urōssan	- -ur-ōs-san
urōmri	- -ur-ōm-r-i
urōmsi	- -ur-ōm-s-i
urōrmi	- -ur-ōr-m-i
urōrsi	- -ur-ōr-s-i
urōsmi	- -ur-ōs-m-i
urōsri	- -ur-ōs-r-i
urōssi	- -ur-ōs-s-i
urōmmani	- -ur-ōm-man-i
urōmrani	- -ur-ōm-ran-i
urōmsani	- -ur-ōm-san-i
urōrmani	- -ur-ōr-man-i
urōrrani	- -ur-ōr-ran-i
urōrsani	- -ur-ōr-san-i
urōsmani	- -ur-ōs-man-i
urōsrani	- -ur-ōs-ran-i
urōssani	- -ur-ōs-san-i
urōmra	- -ur-ōm-r-a
urōmsa	- -ur-ōm-s-a
urōrma	- -ur-ōr-m-a
urōrsa	- -ur-ōr-s-a
urōsma	- -ur-ōs-m-a
urōsra	- -ur-ōs-r-a
urōssa	- -ur-ōs-s-a
urōmmana	- -ur-ōm-man-a
urōmrana	- -ur-ōm-ran-a
urōmsana	- -ur-ōm-san-a
urōrmana	- -ur-ōr-man-a
urōrrana	- -ur-ōr-ran-a
urōrsana	- -ur-ōr-san-a
urōsmana	- -ur-ōs-man-a
urōsrana	- -ur-ōs-ran-a
urōssana	- -ur-ōs-san-a
tōmur	t-ōm-ur
tōsur	t-ōs-ur
ērōmur	ē-r-ōm-ur
ērōsur	ē-r-ōs-ur
garōmur	ga-r-ōm-ur
garōsur	ga-r-ōs-ur
ŭmur	- -ŭm-ur
ŭrur	- -ŭr-ur
ŭnur	- -ŭn-ur
ŭsur	- -ŭs-ur
ŭdur	- -ŭd-ur
ŭmura	- -ŭm-ur-a
dŭmur	- -d-ŭm-ur
dŭsur	- -d-ŭs-ur
idŭmur	- -id-ŭm-ur
idŭsur	- -id-ŭs-ur
urdŭm	- -urd-ŭm
urdŭr	- -urd-ŭr
urdŭmi	- -urd-ŭm-i
urdŭri	- -urd-ŭr-i
urdŭma	- -urd-ŭm-a
urdŭra	- -urd-ŭr-a
urdŭmur	- -urd-ŭm-ur
urdŭmis	- -urd-ŭm-is
urdŭrim	- -urd-ŭr-im
urdŭris	- -urd-ŭr-is
urdŭsim	- -urd-ŭs-im
urdŭsur	- -urd-ŭs-ur
urdŭsis	- -urd-ŭs-is
urdŭmman	- -urd-ŭm-man
urdŭmran	- -urd-ŭm-ran
urdŭmsan	- -urd-ŭm-san
urdŭrman	- -urd-ŭr-man
urdŭrran	- -urd-ŭr-ran
urdŭrsan	- -urd-ŭr-san
urdŭsman	- -urd-ŭs-man
urdŭsran	- -urd-ŭs-ran
urdŭssan	- -urd-ŭs-san
urdŭmri	- -urd-ŭm-r-i
urdŭmsi	- -urd-ŭm-s-i
urdŭrmi	- -urd-ŭr-m-i
urdŭrsi	- -urd-ŭr-s-i
urdŭsmi	- -urd-ŭs-m-i
urdŭsri	- -urd-ŭs-r-i
urdŭssi	- -urd-ŭs-s-i
urdŭmmani	- -urd-ŭm-man-i
urdŭmrani	- -urd-ŭm-ran-i
urdŭmsani	- -urd-ŭm-san-i
urdŭrmani	- -urd-ŭr-man-i
urdŭrrani	- -urd-ŭr-ran-i
urdŭrsani	- -urd-ŭr-san-i
urdŭsmani	- -urd-ŭs-man-i
urdŭsrani	- -urd-ŭs-ran-i
urdŭssani	- -urd-ŭs-san-i
urdŭmra	- -urd-ŭm-r-a
urdŭmsa	- -urd-ŭm-s-a
urdŭrma	- -urd-ŭr-m-a
urdŭrsa	- -urd-ŭr-s-a
urdŭsma	- -urd-ŭs-m-a
urdŭsra	- -urd-ŭs-r-a
urdŭssa	- -urd-ŭs-s-a
urdŭmmana	- -urd-ŭm-man-a
urdŭmrana	- -urd-ŭm-ran-a
urdŭmsana	- -urd-ŭm-san-a
urdŭrmana	- -urd-ŭr-man-a
urdŭrrana	- -urd-ŭr-ran-a
urdŭrsana	- -urd-ŭr-san-a
urdŭsmana	- -urd-ŭs-man-a
urdŭsrana	- -urd-ŭs-ran-a
urdŭssana	- -urd-ŭs-san-a
indŭmur	- -ind-ŭm-ur
indŭsur	- -ind-ŭs-ur
kedŭmur	- -k-ed-ŭm-ur
kedŭsur	- -k-ed-ŭs-ur
nawidŭmur	- -naw-id-ŭm-ur
nawidŭsur	- -naw-id-ŭs-ur
rŭmur	- -r-ŭm-ur
rŭsur	- -r-ŭs-ur
urŭm	- -ur-ŭm
urŭr	- -ur-ŭr
urŭmi	- -ur-ŭm-i
urŭri	- -ur-ŭr-i
urŭma	- -ur-ŭm-a
urŭra	- -ur-ŭr-a
urŭmur	- -ur-ŭm-ur
urŭmis	- -ur-ŭm-is
urŭrim	- -ur-ŭr-im
urŭris	- -ur-ŭr-is
urŭsim	- -ur-ŭs-im
urŭsur	- -ur-ŭs-ur
urŭsis	- -ur-ŭs-is
urŭmman	- -ur-ŭm-man
urŭmran	- -ur-ŭm-ran
urŭmsan	- -ur-ŭm-san
urŭrman	- -ur-ŭr-man
urŭrran	- -ur-ŭr-ran
urŭrsan	- -ur-ŭr-san
urŭsman	- -ur-ŭs-man
urŭsran	- -ur-ŭs-ran
urŭssan	- -ur-ŭs-san
urŭmri	- -ur-ŭm-r-i
urŭmsi	- -ur-ŭm-s-i
urŭrmi	- -ur-ŭr-m-i
urŭrsi	- -ur-ŭr-s-i
urŭsmi	- -ur-ŭs-m-i
urŭsri	- -ur-ŭs-r-i
urŭssi	- -ur-ŭs-s-i
urŭmmani	- -ur-ŭm-man-i
urŭmrani	- -ur-ŭm-ran-i
urŭmsani	- -ur-ŭm-san-i
urŭrmani	- -ur-ŭr-man-i
urŭrrani	- -ur-ŭr-ran-i
urŭrsani	- -ur-ŭr-san-i
urŭsmani	- -ur-ŭs-man-i
urŭsrani	- -ur-ŭs-ran-i
urŭssani	- -ur-ŭs-san-i
urŭmra	- -ur-ŭm-r-a
urŭmsa	- -ur-ŭm-s-a
urŭrma	- -ur-ŭr-m-a
urŭrsa	- -ur-ŭr-s-a
urŭsma	- -ur-ŭs-m-a
urŭsra	- -ur-ŭs-r-a
urŭssa	- -ur-ŭs-s-a
urŭmmana	- -ur-ŭm-man-a
urŭmrana	- -ur-ŭm-ran-a
urŭmsana	- -ur-ŭm-san-a
urŭrmana	- -ur-ŭr-man-a
urŭrrana	- -ur-ŭr-ran-a
urŭrsana	- -ur-ŭr-san-a
urŭsmana	- -ur-ŭs-man-a
urŭsrana	- -ur-ŭs-ran-a
urŭssana	- -ur-ŭs-san-a
tŭmur	t-ŭm-ur
tŭsur	t-ŭs-ur
ērŭmur	ē-r-ŭm-ur
ērŭsur	ē-r-ŭs-ur
garŭmur	ga-r-ŭm-ur
garŭsur	ga-r-ŭs-ur
urtà	 -ur-tà
urmà	 -ur-mà
urkà	 -ur-kà
ursàn	 -ur-sàn
àmur	- -àm-ur
àrur	- -àr-ur
ànur	- -àn-ur
àsur	- -às-ur
àdur	- -àd-ur
àmurà	- -àm-ur-à
nàwàmur	- -nàw-àm-ur
nàwàrur	- -nàw-àr-ur
nàwànur	- -nàw-àn-ur
nàwàsur	- -nàw-às-ur
nàwàdur	- -nàw-àd-ur
nàwàmurà	- -nàw-àm-ur-à
kàmur	- -k-àm-ur
kàrur	- -k-àr-ur
kànur	- -k-àn-ur
kàsur	- -k-às-ur
kàdur	- -k-àd-ur
kàmurà	- -k-àm-ur-à
omurà	- -om-ur-à
demurà	de-m-ur-à
urdà	- -urd-à
urdomà	- -urd-om-à
urdorà	- -urd-or-à
urdēyà	- -urd-ēy-à
urdīyà	- -urd-īy-à
urdēnà	- -urd-ēn-à
urdēsà	- -urd-ēs-à
urdēdà	- -urd-ēd-à
urdommàn	- -urd-om-màn
urdomràn	- -urd-om-ràn
urdomsàn	- -urd-om-sàn
urdormàn	- -urd-or-màn
urdorràn	- -urd-or-ràn
urdorsàn	- -urd-or-sàn
urdosmàn	- -urd-os-màn
urdosràn	- -urd-os-ràn
urdossàn	- -urd-os-sàn
urdēnmàn	- -urd-ēn-màn
urdēnràn	- -urd-ēn-ràn
urdēnsàn	- -urd-ēn-sàn
urdēsmàn	- -urd-ēs-màn
urdēsràn	- -urd-ēs-ràn
urdēssàn	- -urd-ēs-sàn
urdedmàn	- -urd-ed-màn
urdedràn	- -urd-ed-ràn
urdedsàn	- -urd-ed-sàn
urdommàni	- -urd-om-màn-i
urdomràni	- -urd-om-ràn-i
urdomsàni	- -urd-om-sàn-i
urdormàni	- -urd-or-màn-i
urdorràni	- -urd-or-ràn-i
urdorsàni	- -urd-or-sàn-i
urdosmàni	- -urd-os-màn-i
urdosràni	- -urd-os-ràn-i
urdossàni	- -urd-os-sàn-i
urdēnmàni	- -urd-ēn-màn-i
urdēnràni	- -urd-ēn-ràn-i
urdēnsàni	- -urd-ēn-sàn-i
urdēsmàni	- -urd-ēs-màn-i
urdēsràni	- -urd-ēs-ràn-i
urdēssàni	- -urd-ēs-sàn-i
urdedmàni	- -urd-ed-màn-i
urdedràni	- -urd-ed-ràn-i
urdedsàni	- -urd-ed-sàn-i
urdomrà	- -urd-om-r-à
urdomsà	- -urd-om-s-à
urdormà	- -urd-or-m-à
urdorsà	- -urd-or-s-à
urdosmà	- -urd-os-m-à
urdosrà	- -urd-os-r-à
urdossà	- -urd-os-s-à
urdēnmà	- -urd-ēn-m-à
urdēnrà	- -urd-ēn-r-à
urdēnsà	- -urd-ēn-s-à
urdēsmà	- -urd-ēs-m-à
urdēsrà	- -urd-ēs-r-à
urdēssà	- -urd-ēs-s-à
urdedmà	- -urd-ed-m-à
urdedrà	- -urd-ed-r-à
urdedsà	- -urd-ed-s-à
urdommànà	- -urd-om-màn-à
urdomrànà	- -urd-om-ràn-à
urdomsànà	- -urd-om-sàn-à
urdormànà	- -urd-or-màn-à
urdorrànà	- -urd-or-ràn-à
urdorsànà	- -urd-or-sàn-à
urdosmànà	- -urd-os-màn-à
urdosrànà	- -urd-os-ràn-à
urdossànà	- -urd-os-sàn-à
urdēnmànà	- -urd-ēn-màn-à
urdēnrànà	- -urd-ēn-ràn-à
urdēnsànà	- -urd-ēn-sàn-à
urdēsmànà	- -urd-ēs-màn-à
urdēsrànà	- -urd-ēs-ràn-à
urdēssànà	- -urd-ēs-sàn-à
urdedmànà	- -urd-ed-màn-à
urdedrànà	- -urd-ed-ràn-à
urdedsànà	- -urd-ed-sàn-à
nàwidomur	- -nàw-id-om-ur
nàwidosur	- -nàw-id-os-ur
nàwidēnur	- -nàw-id-ēn-ur
nàwidēsur	- -nàw-id-ēs-ur
nàwidēdur	- -nàw-id-ēd-ur
urà	- -ur-à
uromà	- -ur-om-à
urorà	- -ur-or-à
urēyà	- -ur-ēy-à
urīyà	- -ur-īy-à
urēnà	- -ur-ēn-à
urēsà	- -ur-ēs-à
urēdà	- -ur-ēd-à
urommàn	- -ur-om-màn
uromràn	- -ur-om-ràn
uromsàn	- -ur-om-sàn
urormàn	- -ur-or-màn
urorràn	- -ur-or-ràn
urorsàn	- -ur-or-sàn
urosmàn	- -ur-os-màn
urosràn	- -ur-os-ràn
urossàn	- -ur-os-sàn
urēnmàn	- -ur-ēn-màn
urēnràn	- -ur-ēn-ràn
urēnsàn	- -ur-ēn-sàn
urēsmàn	- -ur-ēs-màn
urēsràn	- -ur-ēs-ràn
urēssàn	- -ur-ēs-sàn
uredmàn	- -ur-ed-màn
uredràn	- -ur-ed-ràn
uredsàn	- -ur-ed-sàn
urommàni	- -ur-om-màn-i
uromràni	- -ur-om-ràn-i
uromsàni	- -ur-om-sàn-i
urormàni	- -ur-or-màn-i
urorràni	- -ur-or-ràn-i
urorsàni	- -ur-or-sàn-i
urosmàni	- -ur-os-màn-i
urosràni	- -ur-os-ràn-i
urossàni	- -ur-os-sàn-i
urēnmàni	- -ur-ēn-màn-i
urēnràni	- -ur-ēn-ràn-i
urēnsàni	- -ur-ēn-sàn-i
urēsmàni	- -ur-ēs-màn-i
urēsràni	- -ur-ēs-ràn-i
urēssàni	- -ur-ēs-sàn-i
uredmàni	- -ur-ed-màn-i
uredràni	- -ur-ed-ràn-i
uredsàni	- -ur-ed-sàn-i
uromrà	- -ur-om-r-à
uromsà	- -ur-om-s-à
urormà	- -ur-or-m-à
urorsà	- -ur-or-s-à
urosmà	- -ur-os-m-à
urosrà	- -ur-os-r-à
urossà	- -ur-os-s-à
urēnmà	- -ur-ēn-m-à
urēnrà	- -ur-ēn-r-à
urēnsà	- -ur-ēn-s-à
urēsmà	- -ur-ēs-m-à
urēsrà	- -ur-ēs-r-à
urēssà	- -ur-ēs-s-à
uredmà	- -ur-ed-m-à
uredrà	- -ur-ed-r-à
uredsà	- -ur-ed-s-à
urommànà	- -ur-om-màn-à
uromrànà	- -ur-om-ràn-à
uromsànà	- -ur-om-sàn-à
urormànà	- -ur-or-màn-à
urorrànà	- -ur-or-ràn-à
urorsànà	- -ur-or-sàn-à
urosmànà	- -ur-os-màn-à
urosrànà	- -ur-os-ràn-à
urossànà	- -ur-os-sàn-à
urēnmànà	- -ur-ēn-màn-à
urēnrànà	- -ur-ēn-ràn-à
urēnsànà	- -ur-ēn-sàn-à
urēsmànà	- -ur-ēs-màn-à
urēsrànà	- -ur-ēs-ràn-à
urēssànà	- -ur-ēs-sàn-à
uredmànà	- -ur-ed-màn-à
uredrànà	- -ur-ed-ràn-à
uredsànà	- -ur-ed-sàn-à
gàromur	gà-r-om-ur
gàrosur	gà-r-os-ur
gàrgànur	gà-r-gàn-ur
gàrgàsur	gà-r-gàs-ur
gàredur	gà-r-ed-ur
ōmurà	- -ōm-ur-à
urdōmà	- -urd-ōm-à
urdōrà	- -urd-ōr-à
urdōmmàn	- -urd-ōm-màn
urdōmràn	- -urd-ōm-ràn
urdōmsàn	- -urd-ōm-sàn
urdōrmàn	- -urd-ōr-màn
urdōrràn	- -urd-ōr-ràn
urdōrsàn	- -urd-ōr-sàn
urdōsmàn	- -urd-ōs-màn
urdōsràn	- -urd-ōs-ràn
urdōssàn	- -urd-ōs-sàn
urdōmmàni	- -urd-ōm-màn-i
urdōmràni	- -urd-ōm-ràn-i
urdōmsàni	- -urd-ōm-sàn-i
urdōrmàni	- -urd-ōr-màn-i
urdōrràni	- -urd-ōr-ràn-i
urdōrsàni	- -urd-ōr-sàn-i
urdōsmàni	- -urd-ōs-màn-i
urdōsràni	- -urd-ōs-ràn-i
urdōssàni	- -urd-ōs-sàn-i
urdōmrà	- -urd-ōm-r-à
urdōmsà	- -urd-ōm-s-à
urdōrmà	- -urd-ōr-m-à
urdōrsà	- -urd-ōr-s-à
urdōsmà	- -urd-ōs-m-à
urdōsrà	- -urd-ōs-r-à
urdōssà	- -urd-ōs-s-à
urdōmmànà	- -urd-ōm-màn-à
urdōmrànà	- -urd-ōm-ràn-à
urdōmsànà	- -urd-ōm-sàn-à
urdōrmànà	- -urd-ōr-màn-à
urdōrrànà	- -urd-ōr-ràn-à
urdōrsànà	- -urd-ōr-sàn-à
urdōsmànà	- -urd-ōs-màn-à
urdōsrànà	- -urd-ōs-ràn-à
urdōssànà	- -urd-ōs-sàn-à
nàwidōmur	- -nàw-id-ōm-ur
nàwidōsur	- -nàw-id-ōs-ur
urōmà	- -ur-ōm-à
urōrà	- -ur-ōr-à
urōmmàn	- -ur-ōm-màn
urōmràn	- -ur-ōm-ràn
urōmsàn	- -ur-ōm-sàn
urōrmàn	- -ur-ōr-màn
urōrràn	- -ur-ōr-ràn
urōrsàn	- -ur-ōr-sàn
urōsmàn	- -ur-ōs-màn
urōsràn	- -ur-ōs-ràn
urōssàn	- -ur-ōs-sàn
urōmmàni	- -ur-ōm-màn-i
urōmràni	- -ur-ōm-ràn-i
urōmsàni	- -ur-ōm-sàn-i
urōrmàni	- -ur-ōr-màn-i
urōrràni	- -ur-ōr-ràn-i
urōrsàni	- -ur-ōr-sàn-i
urōsmàni	- -ur-ōs-màn-i
urōsràni	- -ur-ōs-ràn-i
urōssàni	- -ur-ōs-sàn-i
urōmrà	- -ur-ōm-r-à
urōmsà	- -ur-ōm-s-à
urōrmà	- -ur-ōr-m-à
urōrsà	- -ur-ōr-s-à
urōsmà	- -ur-ōs-m-à
urōsrà	- -ur-ōs-r-à
urōssà	- -ur-ōs-s-à
urōmmànà	- -ur-ōm-màn-à
urōmrànà	- -ur-ōm-ràn-à
urōmsànà	- -ur-ōm-sàn-à
urōrmànà	- -ur-ōr-màn-à
urōrrànà	- -ur-ōr-ràn-à
urōrsànà	- -ur-ōr-sàn-à
urōsmànà	- -ur-ōs-màn-à
urōsrànà	- -ur-ōs-ràn-à
urōssànà	- -ur-ōs-sàn-à
gàrōmur	gà-r-ōm-ur
gàrōsur	gà-r-ōs-ur
ŭmurà	- -ŭm-ur-à
urdŭmà	- -urd-ŭm-à
urdŭrà	- -urd-ŭr-à
urdŭmmàn	- -urd-ŭm-màn
urdŭmràn	- -urd-ŭm-ràn
urdŭmsàn	- -urd-ŭm-sàn
urdŭrmàn	- -urd-ŭr-màn
urdŭrràn	- -urd-ŭr-ràn
urdŭrsàn	- -urd-ŭr-sàn
urdŭsmàn	- -urd-ŭs-màn
urdŭsràn	- -urd-ŭs-ràn
urdŭssàn	- -urd-ŭs-sàn
urdŭmmàni	- -urd-ŭm-màn-i
urdŭmràni	- -urd-ŭm-ràn-i
urdŭmsàni	- -urd-ŭm-sàn-i
urdŭrmàni	- -urd-ŭr-màn-i
urdŭrràni	- -urd-ŭr-ràn-i
urdŭrsàni	- -urd-ŭr-sàn-i
urdŭsmàni	- -urd-ŭs-màn-i
urdŭsràni	- -urd-ŭs-ràn-i
urdŭssàni	- -urd-ŭs-sàn-i
urdŭmrà	- -urd-ŭm-r-à
urdŭmsà	- -urd-ŭm-s-à
urdŭrmà	- -urd-ŭr-m-à
urdŭrsà	- -urd-ŭr-s-à
urdŭsmà	- -urd-ŭs-m-à
urdŭsrà	- -urd-ŭs-r-à
urdŭssà	- -urd-ŭs-s-à
urdŭmmànà	- -urd-ŭm-màn-à
urdŭmrànà	- -urd-ŭm-ràn-à
urdŭmsànà	- -urd-ŭm-sàn-à
urdŭrmànà	- -urd-ŭr-màn-à
urdŭrrànà	- -urd-ŭr-ràn-à
urdŭrsànà	- -urd-ŭr-sàn-à
urdŭsmànà	- -urd-ŭs-màn-à
urdŭsrànà	- -urd-ŭs-ràn-à
urdŭssànà	- -urd-ŭs-sàn-à
nàwidŭmur	- -nàw-id-ŭm-ur
nàwidŭsur	- -nàw-id-ŭs-ur
urŭmà	- -ur-ŭm-à
urŭrà	- -ur-ŭr-à
urŭmmàn	- -ur-ŭm-màn
urŭmràn	- -ur-ŭm-ràn
urŭmsàn	- -ur-ŭm-sàn
urŭrmàn	- -ur-ŭr-màn
urŭrràn	- -ur-ŭr-ràn
urŭrsàn	- -ur-ŭr-sàn
urŭsmàn	- -ur-ŭs-màn
urŭsràn	- -ur-ŭs-ràn
urŭssàn	- -ur-ŭs-sàn
urŭmmàni	- -ur-ŭm-màn-i
urŭmràni	- -ur-ŭm-ràn-i
urŭmsàni	- -ur-ŭm-sàn-i
urŭrmàni	- -ur-ŭr-màn-i
urŭrràni	- -ur-ŭr-ràn-i
urŭrsàni	- -ur-ŭr-sàn-i
urŭsmàni	- -ur-ŭs-màn-i
urŭsràni	- -ur-ŭs-ràn-i
urŭssàni	- -ur-ŭs-sàn-i
urŭmrà	- -ur-ŭm-r-à
urŭmsà	- -ur-ŭm-s-à
urŭrmà	- -ur-ŭr-m-à
urŭrsà	- -ur-ŭr-s-à
urŭsmà	- -ur-ŭs-m-à
urŭsrà	- -ur-ŭs-r-à
urŭssà	- -ur-ŭs-s-à
urŭmmànà	- -ur-ŭm-màn-à
urŭmrànà	- -ur-ŭm-ràn-à
urŭmsànà	- -ur-ŭm-sàn-à
urŭrmànà	- -ur-ŭr-màn-à
urŭrrànà	- -ur-ŭr-ràn-à
urŭrsànà	- -ur-ŭr-sàn-à
urŭsmànà	- -ur-ŭs-màn-à
urŭsrànà	- -ur-ŭs-ràn-à
urŭssànà	- -ur-ŭs-sàn-à
gàrŭmur	gà-r-ŭm-ur
gàrŭsur	gà-r-ŭs-ur
ūmur	- -ūm-ur
ūrur	- -ūr-ur
ūnur	- -ūn-ur
ūsur	- -ūs-ur
ūdur	- -ūd-ur
ūmura	- -ūm-ur-a
dūmur	- -d-ūm-ur
dūsur	- -d-ūs-ur
idūmur	- -id-ūm-ur
idūsur	- -id-ūs-ur
urdūm	- -urd-ūm
urdūr	- -urd-ūr
urdūmi	- -urd-ūm-i
urdūri	- -urd-ūr-i
urdūma	- -urd-ūm-a
urdūra	- -urd-ūr-a
urdūmur	- -urd-ūm-ur
urdūmis	- -urd-ūm-is
urdūrim	- -urd-ūr-im
urdūris	- -urd-ūr-is
urdūsim	- -urd-ūs-im
urdūsur	- -urd-ūs-ur
urdūsis	- -urd-ūs-is
urdūmman	- -urd-ūm-man
urdūmran	- -urd-ūm-ran
urdūmsan	- -urd-ūm-san
urdūrman	- -urd-ūr-man
urdūrran	- -urd-ūr-ran
urdūrsan	- -urd-ūr-san
urdūsman	- -urd-ūs-man
urdūsran	- -urd-ūs-ran
urdūssan	- -urd-ūs-san
urdūmri	- -urd-ūm-r-i
urdūmsi	- -urd-ūm-s-i
urdūrmi	- -urd-ūr-m-i
urdūrsi	- -urd-ūr-s-i
urdūsmi	- -urd-ūs-m-i
urdūsri	- -urd-ūs-r-i
urdūssi	- -urd-ūs-s-i
urdūmmani	- -urd-ūm-man-i
urdūmrani	- -urd-ūm-ran-i
urdūmsani	- -urd-ūm-san-i
urdūrmani	- -urd-ūr-man-i
urdūrrani	- -urd-ūr-ran-i
urdūrsani	- -urd-ūr-san-i
urdūsmani	- -urd-ūs-man-i
urdūsrani	- -urd-ūs-ran-i
urdūssani	- -urd-ūs-san-i
urdūmra	- -urd-ūm-r-a
urdūmsa	- -urd-ūm-s-a
urdūrma	- -urd-ūr-m-a
urdūrsa	- -urd-ūr-s-a
urdūsma	- -urd-ūs-m-a
urdūsra	- -urd-ūs-r-a
urdūssa	- -urd-ūs-s-a
urdūmmana	- -urd-ūm-man-a
urdūmrana	- -urd-ūm-ran-a
urdūmsana	- -urd-ūm-san-a
urdūrmana	- -urd-ūr-man-a
urdūrrana	- -urd-ūr-ran-a
urdūrsana	- -urd-ūr-san-a
urdūsmana	- -urd-ūs-man-a
urdūsrana	- -urd-ūs-ran-a
urdūssana	- -urd-ūs-san-a
indūmur	- -ind-ūm-ur
indūsur	- -ind-ūs-ur
kedūmur	- -k-ed-ūm-ur
kedūsur	- -k-ed-ūs-ur
nawidūmur	- -naw-id-ūm-ur
nawidūsur	- -naw-id-ūs-ur
rūmur	- -r-ūm-ur
rūsur	- -r-ūs-ur
urūm	- -ur-ūm
urūr	- -ur-ūr
urūmi	- -ur-ūm-i
urūri	- -ur-ūr-i
urūma	- -ur-ūm-a
urūra	- -ur-ūr-a
urūmur	- -ur-ūm-ur
urūmis	- -ur-ūm-is
urūrim	- -ur-ūr-im
urūris	- -ur-ūr-is
urūsim	- -ur-ūs-im
urūsur	- -ur-ūs-ur
urūsis	- -ur-ūs-is
urūmman	- -ur-ūm-man
urūmran	- -ur-ūm-ran
urūmsan	- -ur-ūm-san
urūrman	- -ur-ūr-man
urūrran	- -ur-ūr-ran
urūrsan	- -ur-ūr-san
urūsman	- -ur-ūs-man
urūsran	- -ur-ūs-ran
urūssan	- -ur-ūs-san
urūmri	- -ur-ūm-r-i
urūmsi	- -ur-ūm-s-i
urūrmi	- -ur-ūr-m-i
urūrsi	- -ur-ūr-s-i
urūsmi	- -ur-ūs-m-i
urūsri	- -ur-ūs-r-i
urūssi	- -ur-ūs-s-i
urūmmani	- -ur-ūm-man-i
urūmrani	- -ur-ūm-ran-i
urūmsani	- -ur-ūm-san-i
urūrmani	- -ur-ūr-man-i
urūrrani	- -ur-ūr-ran-i
urūrsani	- -ur-ūr-san-i
urūsmani	- -ur-ūs-man-i
urūsrani	- -ur-ūs-ran-i
urūssani	- -ur-ūs-san-i
urūmra	- -ur-ūm-r-a
urūmsa	- -ur-ūm-s-a
urūrma	- -ur-ūr-m-a
urūrsa	- -ur-ūr-s-a
urūsma	- -ur-ūs-m-a
urūsra	- -ur-ūs-r-a
urūssa	- -ur-ūs-s-a
urūmmana	- -ur-ūm-man-a
urūmrana	- -ur-ūm-ran-a
urūmsana	- -ur-ūm-san-a
urūrmana	- -ur-ūr-man-a
urūrrana	- -ur-ūr-ran-a
urūrsana	- -ur-ūr-san-a
urūsmana	- -ur-ūs-man-a
urūsrana	- -ur-ūs-ran-a
urūssana	- -ur-ūs-san-a
tūmur	t-ūm-ur
tūsur	t-ūs-ur
ērūmur	ē-r-ūm-ur
ērūsur	ē-r-ūs-ur
